Region	Catchment	Transect	Transectcode	UTM_X	UTM_Y	Land-useclass	Forest_type	Productiontype	LU_FT_Code	Buffersize(pixels)	reg_age	reg_fire	reg_fire_age	NumberLogC	NumberBurnC	deg_full	def_age	total_arable	EDGE2_DIST_MEAN	ed1_1km	foresttype1_1km	UPF_foresttype1_1km	MF_FCCP_500mbuffer	CANOPY	DUFF	SPECIES	AGB_Trees10	AGB_DeadTREES10	AGB_CWD	AGB_FWD	AGB_LeafLitter	UND_DEN	WOOD_DEN	DAMAGED	pH_ALL	SILT_ALL	CLAY_ALL	C_0_30	C_N	PC1soilnutALL	PC2soilnutALL	PC1soilnutFOR	PC2soilnutFOR	PC1soilnutPF	PC2soilnutPF	PC1soilnutOPEN	PC2soilnutOPEN	ELEV_MEAN	SLOPE_MEAN
STM	399	10	399_10	743614	9616792	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	1.265822785	NA	NA	272.22	12.8833	74.78282452	97.01294391	0.068859641	15.4	3.462	123	132.3105012	2.766388139	56.65738061	3.80832911	12.35448	3360	0.649688041	13	4.22	40.66666667	85.33333333	25.294	13.61428695	0.656117408	0.37590842	-0.372083244	1.10810734	-1.295778815	1.470763988	NA	NA	153.742	5.10344
STM	399	11	399_11	742998	9615954	Small-holder_agriculture	NA	Manioc	SHA	76	NA	NA	NA	NA	NA	NA	8.689655172	0	73.303	25.5604	51.34194831	74.39496612	0.300578667	100	0.082	5	0	0.14930082	17.1330716	4.708359704	6.72792	1720	0	0	4.64	49	96	27.11	14.00531952	0.044317883	1.254897309	NA	NA	NA	NA	-0.91934826	0.84348862	117.619	6.83379
STM	399	12	399_12	736540	9619082	Secondary_forest	Intermediate	NA	SFinter	81	6	0	0	NA	NA	NA	>20	NA	200.138	25.7592	72.2415507	70.20983832	0.176108872	100	2.912	32	1.931301253	0	0.217148506	0.39693987	10.45088	5160	0.401309162	0	4.693333333	165	422.6666667	54.082	11.79017082	0.903913603	1.989231788	-3.134745015	-0.496733604	NA	NA	NA	NA	162.005	4.66275
STM	399	13	399_13	741880	9614998	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	317.112	35.8114	52.78745645	65.11079679	0.225766703	100	0.568	7	12.10106061	0.476429137	11.61272212	0.888245627	4.59136	680	0.820041614	0	4.853333333	39.6	98.66666667	31.312	13.90216664	1.95238143	2.575983206	NA	NA	NA	NA	-2.330082943	1.677519381	141.862	3.86412
STM	399	3	399_3	741036	9612948	Primary_forest	Undisturbed	NA	PFund	79	NA	NA	NA	0	0	0	NA	NA	180.65	14.5694	83.94105894	99.85123475	0.121244237	19.824	4.94	66	469.7510363	4.419231343	43.41686357	4.031736368	13.21008	2260	0.76346999	9	4.073333333	69.06666667	112	38.234	16.1405363	1.27491769	0.917699332	-1.547072131	0.931924121	-2.095956116	0.551027531	NA	NA	125.289	4.71399
STM	399	5	399_5	743648	9619966	Primary_forest	Logged_and_burnt	NA	PFlogbur	76	NA	NA	NA	1	1	0	NA	NA	361.752	24.006	82.68268268	90.6779661	-0.037928001	17.762	0.81	134	349.9940181	13.44653458	33.5992024	2.609109929	12.30432	3500	0.670876651	15	3.686666667	123.6	797.3333333	99.872	14.0044089	0.622045249	-2.929035623	3.031090766	0.717836638	2.579997923	0.722241576	NA	NA	171.694	1.34575
STM	399	6	399_6	739760	9615664	Primary_forest	Logged	NA	PFlog	77	NA	NA	NA	1	0	4.285714286	NA	NA	108.778	28.7281	67.35352532	85.14559528	-0.034267654	16.178	4.912	154	262.4525051	4.061430617	22.11297522	13.05716482	11.57696	2840	0.675746639	11	4.12	86.06666667	122.6666667	37.31	13.512246	0.244835173	0.039679295	0.079883097	0.351183457	-0.611987025	0.576755014	NA	NA	80.8367	5.3185
STM	399	7	399_7	739702	9620667	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	1	0	0	NA	NA	353.354	15.4021	82.97451126	81.12138384	0.041734731	11.698	1.012	94	176.3302095	2.243775658	42.83007901	4.772377325	9.57928	2860	0.711515989	8	3.806666667	141	805.3333333	66.068	12.07249898	0.04669545	-1.689584839	2.048949019	-0.281184566	1.937658492	-0.27960735	NA	NA	155.463	6.54696
STM	399	8	399_8	737528	9614864	Secondary_forest	Intermediate	NA	SFinter	78	10.5	0	0	NA	NA	NA	12.57142857	NA	139.902	17.1065	68.18632309	84.33866279	0.132871	17.586	0.78	82	38.10680827	7.080687248	51.69014137	1.197801665	8.50552	4620	0.44000536	7	4.186666667	97.8	364	31.722	12.86134404	1.711529566	1.062293823	-1.994304247	1.261230503	NA	NA	NA	NA	115.806	6.90928
STM	399	9	399_9	737588	9618775	Primary_forest	Undisturbed	NA	PFund	79	NA	NA	NA	0	0	7.843137255	NA	NA	58.5431	21.5468	77.36503219	82.07426376	0.069357647	11.974	1.48	84	278.7380157	2.933273971	47.76903521	1.157417852	10.38024	2180	0.643485723	24	3.82	124.4	457.3333333	50.044	10.61947831	1.578199956	0.37477626	-1.209861609	0.991452359	-1.597132992	0.233493257	NA	NA	161.369	4.09557
STM	69	1	69_1	757341	9715728	Mechanisd_agriculture	NA	NA	MA	79	NA	NA	NA	NA	NA	NA	>20	9	509.901	13.0265	12.71060456	28.26510721	0.332755174	100	0	0	0	0	0	0	0	0	0	0	4.566666667	186.8666667	698.6666667	45.37	11.3594025	-2.609536521	0.37921043	NA	NA	NA	NA	1.048077715	0.110496568	121.424	4.53863
STM	69	10	69_10	758450	9720953	Secondary_forest	Old	NA	SFold	83	>20	0	0	NA	NA	NA	>20	NA	403.855	17.4567	18.5176004	59.17001339	0.317878768	7.812	5.122	96	88.34779222	0.333543478	0.867271585	1.018171247	8.03416	5320	0.604235401	72	4.153333333	154.6	654.6666667	56.148	10.73445611	-0.931184616	-0.543644279	1.070415313	-1.837640558	NA	NA	NA	NA	123.786	2.96867
STM	69	11	69_11	758995	9715296	Primary_forest	Logged_and_burnt	NA	PFlogbur	82	NA	NA	NA	1	1	31.57894737	NA	NA	81.529	25.9222	20.62546538	44.64500602	0.30003492	7.586	3.564	105	142.0683103	0.928468005	6.870902972	0.629950846	6.81664	4720	0.58087607	45	4.133333333	131.5333333	478.6666667	43.028	10.61518283	-0.175450218	0.164483232	-0.07466808	-1.043850775	-0.286398115	-2.522004583	NA	NA	100.982	1.66395
STM	69	2	69_2	756592	9717559	Secondary_forest	Old	NA	SFold	82	>20	1	9	NA	NA	NA	>20	NA	105.037	28.0021	34.4298788	33.47701149	0.131038442	8.08	4.652	96	115.3550282	1.512042181	24.5436918	2.165336028	8.222	4300	0.571950301	14	3.846666667	165.9333333	628	48.376	11.2178284	0.759472865	-0.6668587	0.467533039	0.209756021	NA	NA	NA	NA	140.1	3.6445
STM	69	3	69_3	757680	9717086	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	>20	0	219.444	35.0866	39.9950224	26.07342875	0.062193094	100	0	1	0	0.010524848	0	0	0	0	0	0	4.526666667	229.8	624	62.378	11.96186096	-0.767895796	0.801320159	NA	NA	NA	NA	-0.342562893	0.330313109	145.4	2.83341
STM	69	4	69_4	758908	9715722	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	114.91	20.0516	15.42288557	47.90322581	0.241970302	100	0	6	35.29489355	0	5.405812166	0.606614076	0	0	0.509037252	2	4.69	167.7333333	638.6666667	52.39	11.24262927	-2.370636964	-0.016824652	NA	NA	NA	NA	0.809838216	-0.24571112	102.785	0.585011
STM	69	5	69_5	758788	9720211	Small-holder_agriculture	NA	Vegetables	SHA	66	NA	NA	NA	NA	NA	NA	>20	0	984.91	10.2499	9.281594127	25.42372881	0.367592934	100	0	2	0	0	0	0.268216583	2.44416	20	0.326	0	4.6	206.4	633.3333333	59.556	10.83778704	-0.489510583	1.228413925	NA	NA	NA	NA	-0.605406128	0.383630555	114.956	1.83731
STM	69	6	69_6	761016	9718487	Secondary_forest	Intermediate	NA	SFinter	77	11	0	0	NA	NA	NA	>20	NA	317.866	25.3268	33.4	31.81137725	0.201476079	19.648	4.952	63	22.93749495	0.016816349	0	0.588187412	7.18336	4620	0.552963779	6	4.226666667	171.2666667	408	56.616	13.2710478	0.766116343	0.194469248	-0.414945086	0.713189843	NA	NA	NA	NA	121.274	5.76568
STM	69	7	69_7	756560	9717953	Pasture	NA	NA	PA	79	NA	NA	NA	NA	NA	NA	>20	1	443.112	23.1579	29.51388889	34.53781513	0.258852468	100	0	0	0	0	0	0	0	0	0	0	4.433333333	171.2666667	588	50.274	11.06037089	-0.988955202	0.426306981	NA	NA	NA	NA	-0.250767737	-0.024260431	126.593	3.75685
STM	69	8	69_8	758553	9721830	Primary_forest	Logged	NA	PFlog	80	NA	NA	NA	1	0	0	NA	NA	80.7545	27.1446	34.20203524	47.89550073	-0.138320413	21.456	5.384	100	164.5112353	0.880298011	39.99548167	0.768893004	7.4012	2920	0.606998388	20	3.766666667	135.5333333	662.6666667	58.292	11.9264205	1.037865827	-1.175166379	1.163738911	1.026790281	0.867625477	0.943780606	NA	NA	135.461	4.33831
STM	69	9	69_9	760043	9721852	Reforestation	NA	Native_species_	REF	86	NA	NA	NA	NA	NA	NA	16.18644068	3	494.896	16.7602	17.82079921	19.91643454	0.506103079	100	0.172	2	0	0	0	0	4.79984	80	0	0	5.053333333	260.7333333	566.6666667	76.47	15.21083713	-2.57748026	0.355857651	NA	NA	NA	NA	0.928472211	-0.255236856	114.582	3.60517
STM	81	1	81_1	772178	9707445	Fruiticulture	NA	Banana	FRU	76	NA	NA	NA	NA	NA	NA	>20	7	604.971	10.1528	9.535696455	48.42931937	0.434830058	100	0	0	0	0	0	0	0	0	0	0	4.586666667	155.7333333	776	47.694	11.59456069	-1.883810051	0.131389792	NA	NA	NA	NA	0.44021606	-0.183450284	92.1856	5.34313
STM	81	10	81_10	777953	9709167	Pasture	NA	NA	PA	81	NA	NA	NA	NA	NA	NA	>20	0	524.301	22.8366	32.2973645	38.18321786	0.141994806	100	0	0	0	0	0.083969249	0.169454381	0	0	0	0	4.7	155.2666667	684	51.79	12.57406199	-1.825791309	-0.030994501	NA	NA	NA	NA	0.464809199	-0.131660916	115.515	4.77894
STM	81	11	81_11	777953	9707254	Secondary_forest	Old	NA	SFold	72	>20	0	0	NA	NA	NA	>20	NA	954.296	23.6073	44.03692615	9.575070822	0.232544194	15.144	4.082	110	156.5883858	0.818750604	31.77898596	1.467965861	10.23792	3300	0.554412303	16	4.053333333	142.3333333	804	47.056	10.84260508	0.950369988	-0.263393803	-0.092142785	0.597513317	NA	NA	NA	NA	142.361	2.10723
STM	81	15	81_15	781706	9705956	Primary_forest	Logged	NA	PFlog	72	NA	NA	NA	1	0	0	NA	NA	303.062	9.12828	85.04742886	96.91810977	0.005823627	10.708	5.424	98	334.2316664	0.615030458	118.7640259	0.472177893	7.46464	2240	0.645498968	15	4.046666667	128.6666667	814.6666667	41.05	10.25794748	0.482649821	-0.345439367	0.209275532	-0.324231097	0.188678034	-0.975652975	NA	NA	143.141	5.38805
STM	81	2	81_2	773838	9709315	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	5.172413793	NA	NA	71.0361	14.9178	22.11442786	58.38020247	0.20697864	9.908	4.63	87	171.8365893	0.796100214	34.04082083	1.073978226	6.92552	3500	0.523242877	19	3.806666667	127.6666667	761.3333333	49.734	11.10417048	-0.331252363	-1.105398726	1.531949687	-0.978303003	1.492744261	-1.677425429	NA	NA	111.295	5.79698
STM	81	3	81_3	773174	9710826	Primary_forest	Logged_and_burnt	NA	PFlogbur	76	NA	NA	NA	1	1	0	NA	NA	51.3688	24.8661	42.9245283	37.13128976	0.313307402	6.03	4.904	137	169.4350178	0.485631615	33.96231112	1.370492453	6.9064	3560	0.548497965	25	3.713333333	143.7333333	732	44.2	10.85689032	0.880549195	-1.054383158	1.034376241	0.768402306	0.735732633	0.624347898	NA	NA	111.578	8.89704
STM	81	6	81_6	772855	9708388	Mechanisd_agriculture	NA	NA	MA	79	NA	NA	NA	NA	NA	NA	>20	4	928.128	5.76702	6.274900398	19.44444444	0.308301196	100	0	0	0	0	0	0	0	0	0	0	4.453333333	176	760	50.972	12.21376673	-0.321668044	0.225259861	NA	NA	NA	NA	-0.842307866	-0.46974503	88.0624	4.81449
STM	81	7	81_7	775833	9713039	Secondary_forest	Old	NA	SFold	78	>20	0	0	NA	NA	NA	>20	NA	645.779	24.6827	33.05970149	32.27990971	0.281910893	21.078	3.566	98	87.33931957	0.07094089	0.467559934	1.016624692	8.25408	5580	0.535737195	17	3.806666667	134.6	717.3333333	58.25	13.77141647	0.023902773	-2.563704436	3.23527532	0.138677683	NA	NA	NA	NA	106.029	3.35563
STM	81	8	81_8	775907	9711935	Pasture	NA	NA	PA	76	NA	NA	NA	NA	NA	NA	>20	0	802.328	12.4673	11.00871731	40.04524887	0.227316219	100	0	0	0	0	0	0	0	0	0	0	4.513333333	205.9333333	485.3333333	39.232	12.01129171	0.108131928	0.65053256	NA	NA	NA	NA	-1.102347364	0.077979519	83.3424	2.29947
STM	81	9	81_9	773766	9712153	Primary_forest	Logged_and_burnt	NA	PFlogbur	78	NA	NA	NA	1	1	0	NA	NA	110.533	21.2469	36.70411985	50.47619048	0.132767796	12.366	5.856	98	257.0436722	3.075993848	12.33296262	1.570451846	8.28576	3360	0.616019491	11	3.806666667	137	618.6666667	60.276	12.33573444	-0.631335677	-2.916535884	4.28387907	-0.039760908	4.07040893	0.984021692	NA	NA	88.0933	2.42157
STM	99	10	99_10	763630	9705083	Secondary_forest	Intermediate	NA	SFinter	77	14	0	0	NA	NA	NA	>20	NA	349.613	24.4285	33.28332083	32.98271976	0.12655508	5.13	7.47	90	90.25860982	0.476434568	1.48474838	2.603979106	11.72168	3800	0.541826381	31	4.046666667	166.5333333	784	65.432	11.86118323	0.418269959	-0.109275906	-0.296869809	-0.212869878	NA	NA	NA	NA	144.765	1.35504
STM	99	11	99_11	762019	9704400	Secondary_forest	Young	NA	SFyoung	78	4	0	0	NA	NA	NA	10.35294118	NA	344.659	28.7286	24.30952973	28.6591607	0.251945556	100	3.568	23	0	0	0	0.976853723	6.84584	1520	0	0	4.766666667	75.2	258.6666667	33.178	12.93282247	-0.219980527	1.059715955	-1.211775405	-0.969794623	NA	NA	NA	NA	97.4732	6.31145
STM	99	2	99_2	760458	9705525	Fruiticulture	NA	NA	FRU	78	NA	NA	NA	NA	NA	NA	>20	0	423.183	31.5301	32.8528827	40.62027231	0.164227558	100	0	0	0	0	0	0	7.98432	0	0	0	4.96	193.0666667	762.6666667	50.262	11.66255533	-1.662852559	0.80379286	NA	NA	NA	NA	0.387200506	0.360369645	116.303	4.73041
STM	99	3	99_3	760290	9704428	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	201.297	26.4308	29.64623817	45.46218487	0.229135372	100	0	5	0	0.214387425	0	0	0	200	0	0	4.753333333	214.6666667	701.3333333	64.202	13.49130174	-0.905113761	0.574372174	NA	NA	NA	NA	-0.287661532	0.050996067	123.566	6.50693
STM	99	4	99_4	761106	9708475	Secondary_forest	Intermediate	NA	SFinter	79	18	0	0	NA	NA	NA	18	NA	71.1027	18.5889	22.96555167	36.73913043	0.10908032	4.46	3.852	61	38.72822213	0.135885855	0.9433816	0.569919156	9.47656	2180	0.538435364	12	5.2	201.0666667	701.3333333	52.644	11.55657537	-0.697106608	1.80557304	-2.310138799	-2.618974705	NA	NA	NA	NA	145.221	1.52935
STM	99	5	99_5	760009	9702860	Pasture	NA	NA	PA	79	NA	NA	NA	NA	NA	NA	>20	0	682.574	12.7376	11.76177423	35.59322034	0.246149376	100	0	0	0	0	0	0	0	0	0	0	5.073333333	126.8666667	432	57.9	13.32170054	-1.515527055	1.204706543	NA	NA	NA	NA	0.293962651	0.550579912	73.3367	1.93927
STM	99	6	99_6	761980	9702007	Secondary_forest	Old	NA	SFold	78	>20	1	8	NA	NA	NA	>20	NA	658.058	14.4729	12.50310713	31.61033797	0.184149277	4.908	6.966	77	61.58219106	0.149737211	5.68446603	1.648192413	9.36984	5160	0.575463181	2	4.326666667	139.5333333	768	49.112	11.44965948	0.971167834	-0.310666867	-0.044080226	0.389682977	NA	NA	NA	NA	112.406	6.52225
STM	99	7	99_7	759616	9704334	Secondary_forest	Old	NA	SFold	78	>20	0	0	NA	NA	NA	>20	NA	42.8637	24.7033	34.45878848	44.52449568	0.086526708	10.926	4.61	75	47.97812749	0.546242015	17.72373807	0.33672585	7.30672	2140	0.485596312	7	4.8	160.6	649.3333333	48.004	11.41754986	-0.144699463	0.397589178	-0.584700623	-1.109927476	NA	NA	NA	NA	113.173	5.81306
STM	99	8	99_8	763947	9701216	Secondary_forest	Intermediate	NA	SFinter	77	13	0	0	NA	NA	NA	>20	0	325.947	27.0036	30.35803083	22.27682228	0.201299358	9.604	6.556	83	55.13052464	0.15165107	4.912888821	3.338720717	10.44808	3880	0.536949301	23	4.633333333	179.4666667	748	68.45	12.17403731	-0.665398026	2.040044473	-2.936756657	-2.770322258	NA	NA	NA	NA	107.627	4.48219
STM	99	9	99_9	765461	9702690	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>20	0	508.159	27.0218	24.61461959	20.1010101	0.239607889	100	0	1	0	0	0	0	0	0	0	0	5.013333333	205.1333333	721.3333333	56.292	12.90556528	-0.581774042	1.30812074	NA	NA	NA	NA	-0.457218733	0.702200871	106.509	8.48505
PGM	100	10	100_10	178054.35	9697314.01	Secondary_forest	Young	NA	SFyoung	78	5	0	0	NA	NA	NA	12.65853659	NA	117.718	43.3288	39.39393939	70.87011349	0.079955468	41.728	27.02067486	30	0.70365191	0.131660288	2.537132269	0.710827737	9.01248	3760	0.460522033	0	4.773333333	97.33333333	253.3333333	42.452	13.5401503	0.658750771	0.258568557	-0.38553995	-0.358391262	NA	NA	NA	NA	31.4405	2.21612
PGM	100	2	100_2	182496.34	9693974.86	Secondary_forest	Young	NA	SFyoung	83	3	0	0	NA	NA	NA	>22	NA	112.06	16.4434	45.88528678	86.84782609	0.06173734	58.67	12.80424344	34	1.457396931	0	16.83295423	0.590792917	8.61664	4300	0.488730066	0	4.86	254	436	98.396	14.98076715	0.012040608	-0.497679248	0.307475674	0.791040428	NA	NA	NA	NA	53.6626	4.9366
PGM	100	3	100_3	183543.53	9695657.02	Primary_forest	Logged_and_burnt	NA	PFlogbur	81	NA	NA	NA	1	1	95.91836735	NA	NA	48.9569	32.9982	53.42465753	37.62237762	-0.189551388	42.952	12.26813637	72	136.5426362	36.98489577	22.30438807	5.914941052	8.82192	3420	0.697292374	7	4.513333333	200.2666667	324	83.864	13.55215204	0.307217919	0.768373863	-0.182048325	-0.692957684	0.187383059	1.003110696	NA	NA	60.7134	4.45789
PGM	100	5	100_5	181103.12	9694343.75	Primary_forest	Logged	NA	PFlog	80	NA	NA	NA	1	0	5.194805195	NA	NA	170.979	20.4501	79.02902903	81.63394554	-0.087653312	18.654	5.786845427	125	194.5067741	7.675977809	71.00436671	4.24814909	18.67656	4040	0.667739749	19	4.38	312.6666667	242.6666667	62.28	13.0636905	1.276700243	0.72625055	-1.131856716	-0.296728196	1.138321031	0.610864031	NA	NA	45.8853	6.76043
PGM	100	6	100_6	180076.74	9697831.08	Primary_forest	Logged_and_burnt	NA	PFlogbur	84	NA	NA	NA	2	1	92	NA	NA	75.3867	39.8828	60.74257426	35.65607172	-0.062531392	17.646	6.884281371	61	223.965399	29.97154559	36.23391909	9.85988393	12.00264	3240	0.69368159	12	4.406666667	122.7333333	238.6666667	48.99	12.88269756	1.437713361	0.039517636	-1.193866951	0.680065248	1.288960349	-0.507356106	NA	NA	69.6247	1.22196
PGM	100	8	100_8	183253.14	9697677.66	Pasture	NA	NA	PA	79	NA	NA	NA	NA	NA	NA	4	0	35.7163	25.495	74.32264479	66.92307692	-0.115328915	100	0	11	0	13.72413357	24.2628045	1.408506447	6.8628	2040	0	0	4.846666667	174.5333333	228	58.104	14.23204045	-0.302682387	0.562899231	NA	NA	NA	NA	-0.193639652	-1.545929757	70.0859	0.373115
PGM	100	9	100_9	181569.64	9696367.34	Primary_forest	Logged_and_burnt	NA	PFlogbur	80	NA	NA	NA	1	1	65.38461538	NA	NA	28.9817	33.2468	57.01863354	58.8671024	-0.085942065	23.812	12.96878252	33	19.01469678	13.86000633	7.316736066	2.600550196	14.24184	3720	0.502743991	4	4.553333333	210.6666667	194.6666667	60.45	12.88797071	-0.876514738	0.632436425	1.216759845	-1.060566913	-1.253322271	1.322438475	NA	NA	62.8819	4.38745
PGM	142	1	142_1	207251.84	9675527.64	Primary_forest	Logged	NA	PFlog	76	NA	NA	NA	2	0	23.68421053	NA	NA	548.774	5.6959	83.74470207	98.15421256	-0.006543583	11.388	4.009890273	121	132.4039838	18.88551524	34.00435365	4.64948571	11.60136	4320	0.673996219	16	4.653333333	232.8	728	54.492	11.08347852	0.071201136	0.284539593	0.276544121	0.106995352	-0.181739723	-0.02722426	NA	NA	141.826	2.06856
PGM	142	11	142_11	200527.37	9675712.25	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	>22	0	324.766	5.90784	27.99102692	96.97239537	-0.171310125	100	0	5	0	0	0	0.317429061	4.38344	520	0	0	5.853333333	257.2666667	693.3333333	81.558	12.3779973	-2.65649233	-0.810089427	NA	NA	NA	NA	-1.869605075	0.712509405	105.778	3.67571
PGM	142	12	142_12	205435.77	9676781.85	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	51.31578947	NA	NA	188.199	13.363	42.49875807	94.73991818	-0.108596244	15.172	2.871266271	115	199.1446344	4.533132341	24.76762291	3.177411748	11.37712	3260	0.595493615	21	4.773333333	234.2	520	90.362	12.4198557	0.160181025	-0.058235917	0.074613903	0.471068714	0.049873278	-0.360121664	NA	NA	96.8697	7.48225
PGM	142	13	142_13	200496.14	9681097.56	Secondary_forest	Intermediate	NA	Sfinter	80	20	0	0	NA	NA	NA	20	NA	116.476	9.94824	86.06271777	86.58183921	0.121357428	54.268	41.91781387	45	23.76183188	2.307055968	10.17941667	6.935139737	12.78696	3340	0.513931506	17	5.133333333	318.2222222	593.3333333	79.26	12.39577603	0.059466103	-0.400068722	0.313401751	0.796838897	NA	NA	NA	NA	76.5283	4.5941
PGM	142	3	142_3	203755.18	9675551.61	Primary_forest	Logged	NA	PFlog	79	NA	NA	NA	1	0	2.564102564	NA	NA	126.519	8.53282	11.91005683	90.04149378	-0.167438277	10.328	2.443495447	139	211.5454673	26.61646327	38.1251442	2.095542449	13.7568	3140	0.692326958	12	4.56	185	456	56.928	12.0099255	-0.320977041	-0.116703801	0.475982499	0.487079789	-0.32119026	-0.396445671	NA	NA	87.2454	3.98108
PGM	142	4	142_4	202683.01	9677747.91	Primary_forest	Logged_and_burnt	NA	PFlogbur	76	NA	NA	NA	1	1	5.084745763	NA	NA	95.5423	6.73293	67.17310087	91.99110122	0.069753239	15.554	6.51213713	114	252.1201907	4.023338332	53.53538161	7.542363109	8.35184	4440	0.633112193	24	4.75	258.25	562.5	63.256	11.6413789	1.517637121	0.555566767	-1.369829331	-0.20381487	1.356836602	0.568712001	NA	NA	77.3848	7.09201
PGM	142	5	142_5	207414.65	9676620.92	Primary_forest	Logged	NA	PFlog	77	NA	NA	NA	2	0	4.109589041	NA	NA	181.101	10.3248	86.29897679	85.36726431	0.001361367	9.978	1.886973768	115	416.1638286	9.333205627	15.59361018	5.217809094	14.85144	4860	0.669209418	27	5.306666667	321.1333333	624	112.396	11.05015557	-3.988015104	0.430815805	4.660986604	-0.824310761	-4.468763255	0.512022109	NA	NA	127.853	2.66118
PGM	142	6	142_6	200679.93	9679245.07	Primary_forest	Logged_and_burnt	NA	PFlogbur	81	NA	NA	NA	1	1	60.9375	NA	NA	44.6961	19.1358	55.15271915	90.094552	0.045715007	13.53	6.185818458	105	112.1177447	10.59254225	9.171852466	1.907006178	8.85	5880	0.467382853	28	5.2	341.6	214.6666667	135.3922	12.37518066	-2.499567752	-0.838287077	2.880977122	0.056762516	-2.785766956	0.045924602	NA	NA	80.5293	7.99375
PGM	142	7	142_7	202319.32	9676148	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	6.031746032	0	171.459	1.87654	1.891488303	44.73684211	-0.339572008	100	0	6	0	0	0	3.084232185	5.09616	1120	0	0	5.65	331.25	617.5	77.276	11.88506054	-4.342008747	-0.283986994	NA	NA	NA	NA	-3.577426065	1.469962358	112.553	3.21988
PGM	142	8	142_8	199099.41	9679572.86	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	9.905405405	0	316.781	14.9451	34.37888972	95.07603186	0.17183368	100	0	0	0	0	0	0.552902667	1.51384	0	0	0	5.133333333	166.2222222	308.8888889	77.856	13.15518898	-0.505186339	-0.82280691	NA	NA	NA	NA	0.09413587	1.083602799	61.5871	6.42166
PGM	142	9	142_9	204274.1	9673796.28	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	6.753246753	0	1318.63	0	0.099502488	100	-0.472347947	100	0	5	0	0	7.888124518	0.390101912	4.83032	1600	0	0	5.68	332.8	618.6666667	70.508	11.72237065	-1.874460949	-0.879411548	NA	NA	NA	NA	-1.253907305	0.899809752	136.443	4.22263
PGM	147	1	147_1	257306.63	9673966.58	Primary_forest	Logged	NA	PFlog	80	NA	NA	NA	1	0	2.5	NA	NA	917.536	3.44284	95.89384076	99.42558747	-0.004242424	14.424	3.204743359	129	162.5552314	6.046663711	44.91717798	3.740545601	12.18368	3320	0.59920229	29	4.92	262.75	701.6666667	66.07	11.23476523	0.055203805	-0.947912237	0.420072028	1.530529994	-0.205964054	-1.615409261	NA	NA	148.747	3.82344
PGM	147	11	147_11	255423.25	9678171.28	Primary_forest	Logged	NA	PFlog	76	NA	NA	NA	1	0	0	NA	NA	299.423	7.90149	71.62837163	97.28033473	0.01440288	15.252	2.773683471	96	231.9693921	13.31947381	66.91831701	11.33464319	14.70336	2800	0.607728323	6	4.3	242.2666667	729.3333333	66.942	11.36197005	0.027461846	-0.309385654	0.389035474	0.808203395	-0.233158711	-0.819007706	NA	NA	147.638	2.99201
PGM	147	12	147_12	256059.48	9675494.92	Pasture	NA	NA	PA	73	NA	NA	NA	NA	NA	NA	>22	0	491.561	14.9119	28.15461347	85.29672276	0.006391457	100	0	0	0	0	0	0.205489	3.06872	0	0	0	4.58	101.4666667	245.3333333	29.486	12.80706307	1.022995236	-1.418518139	NA	NA	NA	NA	1.4135336	-0.411282381	78.88	1.14718
PGM	147	13	147_13	262505.43	9674305.82	Secondary_forest	Intermediate	NA	SFinter	80	6	0	0	NA	NA	NA	>22	NA	249.943	12	56.87982085	90.15748031	0.015039244	29.966	15.00622304	4	2.545519578	1.664751572	0.263606534	7.94536329	12.82304	680	0.453018001	0	4.866666667	301.9333333	653.3333333	71.272	15.37180624	-0.578689071	-0.491745281	1.118372557	1.051532335	NA	NA	NA	NA	130.647	4.40931
PGM	147	14	147_14	254322.11	9675109.9	Mechanized_agriculture	NA	NA	MA	79	NA	NA	NA	NA	NA	NA	>22	0	455.12	15.5283	30.28942116	73.723229	0.007525582	100	0	0	0	0	2.086267852	3.874290502	5.69344	0	0	0	5	302.1333333	485.3333333	135.496	15.74700312	-4.066724814	1.743552986	NA	NA	NA	NA	-3.758624203	0.708283535	113.715	10.6374
