Region	Catchment	Transect	Transectcode	UTM_X	UTM_Y	Land-useclass	Forest_type	Productiontype	LU_FT_Code	Buffersize(pixels)	reg_age	reg_fire	reg_fire_age	NumberLogC	NumberBurnC	deg_full	def_age	total_arable	EDGE2_DIST_MEAN	ed1_1km	foresttype1_1km	UPF_foresttype1_1km	MF_FCCP_500mbuffer	CANOPY	DUFF	SPECIES	AGB_Trees10	AGB_DeadTREES10	AGB_CWD	AGB_FWD	AGB_LeafLitter	UND_DEN	WOOD_DEN	DAMAGED	pH_ALL	SILT_ALL	CLAY_ALL	C_0_30	C_N	PC1soilnutALL	PC2soilnutALL	PC1soilnutFOR	PC2soilnutFOR	PC1soilnutPF	PC2soilnutPF	PC1soilnutOPEN	PC2soilnutOPEN	ELEV_MEAN	SLOPE_MEAN
STM	199	1	199_1	745172	9685319	Mechanisd_agriculture	NA	NA	MA	79	NA	NA	NA	NA	NA	NA	>20	1	834.401	14.4814	12.23932473	16.43002028	0.288447252	100	0	0	0	0	0	0	0	0	0	0	4.353333333	81.2	382.6666667	32.168	12.8433889	-0.22041791	-0.054816571	NA	NA	NA	NA	-1.078848682	-0.940372841	59.6103	1.84212
STM	199	2	199_2	743450	9684486	Mechanisd_agriculture	NA	NA	MA	81	NA	NA	NA	NA	NA	NA	>20	0	529.723	20.9575	35.5809903	5.174825175	0.20355628	100	NA	0	0	0	0	NA	NA	0	0	0	4.353333333	81.2	382.6666667	32.168	12.8433889	-0.22041791	-0.054816571	NA	NA	NA	NA	-1.078848682	-0.940372841	74.4641	1.3043
STM	199	3	199_3	740797	9684553	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	14.28571429	NA	NA	34.6636	23.622	60.58339566	59.01234568	0.124978179	7.472	1.946	114	186.7916853	2.354194562	62.16821577	2.484398636	10.40352	2800	0.601595977	36	3.906666667	94.4	356	33.852	12.4847939	1.002153764	-0.185690465	-0.001489212	0.965069884	-0.504126421	0.786821149	NA	NA	117.489	7.2289
STM	199	4	199_4	746022	9683367	Secondary_forest	Young	NA	SFyoung	77	4	0	0	NA	NA	NA	>20	2	304.521	29.5757	34.09599602	48.50474106	0.298292245	100	0.268	8	2.979062627	0	0	0	6.68592	1480	0.297776845	0	4.54	143.6	673.3333333	36.81	10.98294354	-0.059584401	0.630282148	-0.747054122	-1.006339884	NA	NA	NA	NA	72.313	5.1538
STM	199	5	199_5	744503	9682364	Pasture	NA	NA	PA	80	NA	NA	NA	NA	NA	NA	>20	0	642.534	17.3389	17.69537083	14.34599156	0.354032496	100	0	1	0	0	0.128795628	0	0	0	0.393875	0	4.653333333	112.2666667	376	39.39	12.0787776	0.746420257	1.835700409	NA	NA	NA	NA	-1.531217721	0.83161811	68.2165	1.90142
STM	199	6	199_6	743859	9680563	Secondary_forest	Old	NA	SFold	79	>20	0	0	NA	NA	NA	>20	NA	313.596	23.0941	44.95024876	14.00110681	0.171188282	8.118	1.958	83	114.5569093	0.26119411	9.226224548	2.198557285	9.29016	3160	0.556838974	32	3.86	190.7333333	708	53.846	12.34554913	1.454098166	-0.23631657	-0.502720801	0.8172758	NA	NA	NA	NA	94.8939	4.13151
STM	199	8	199_8	745745	9679316	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	108.614	34.141	28.94082546	18.38487973	0.185100634	100	0	1	0	0	2.978281732	1.873221088	6.1216	40	0	0	4.726666667	208.2	290.6666667	32.756	11.52434952	0.001563604	1.209323897	NA	NA	NA	NA	-0.991988797	0.480486302	60.5102	2.92196
STM	199	9	199_9	746573	9680843	Secondary_forest	Old	NA	SFold	78	>20	0	0	NA	NA	NA	>20	NA	890.438	25.8161	37.45299574	19.81258367	0.170849091	4.668	4.106	92	115.3779731	0.225335443	6.577647273	2.021335204	11.37464	3640	0.596391123	41	3.953333333	115.5333333	482.6666667	42.234	11.09226744	1.192441276	0.428092867	-0.981182309	1.040549792	NA	NA	NA	NA	62.0541	3.59753
STM	236	1	236_1	753147.78	9675152.49	Mechanisd_agriculture	NA	NA	MA	78	NA	NA	NA	NA	NA	NA	3.678571429	1	78.533	18.2732	36.83818046	94.46693657	-0.243187533	100	0	0	0	0	0	0	6.75192	0	0	0	5.213333333	198.9333333	754.6666667	65.574	12.98987501	-4.568819661	-0.232696386	NA	NA	NA	NA	2.434759764	-0.741524018	132.781	3.26998
STM	236	2	236_2	753605	9673967	Primary_forest	Logged_and_burnt	NA	PFlogbur	78	NA	NA	NA	1	1	0	NA	NA	232.893	6.7433	60.36615537	98.68852459	-0.060225938	5.232	7.8	86	311.3234467	2.090619458	83.41521404	2.384189635	8.16456	2180	0.740013279	6	3.906666667	139.6666667	689.3333333	50.348	11.13709443	0.966195967	-1.085715699	0.867149067	0.533433374	0.730982714	0.341260522	NA	NA	115.576	3.88595
STM	236	3	236_3	751303	9674273	Primary_forest	Logged_and_burnt	NA	PFlogbur	77	NA	NA	NA	1	1	0	NA	NA	68.7267	21.3596	54.44582814	81.3357731	0.17325098	6.858	17.806	110	532.5236579	2.42417159	15.96558456	2.474603562	8.33104	2380	0.601562666	19	4.426666667	152.4	672	57.396	11.69927189	0.160901286	-1.08269177	1.255914497	-0.597281089	1.431593679	-0.609627223	NA	NA	72.5826	5.26275
STM	236	4	236_4	751988	9673350	Secondary_forest	Intermediate	NA	SFinter	79	6	0	0	NA	NA	NA	6	NA	390.381	17.0543	34.32835821	98.04347826	-0.441030233	4.72	0.994	51	40.90080568	0.1907753	105.0224937	2.361185389	10.67448	5580	0.344263476	15	4.173333333	184.6666667	742.6666667	62.27	12.31994923	0.78000127	-0.345988901	0.130831309	0.067497218	NA	NA	NA	NA	105.582	3.82184
STM	236	5	236_5	751787	9671264	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	1	0	1.265822785	NA	NA	95.2349	22.7422	56.83950617	96.1337967	0.129271387	6.914	1.246	117	230.589613	0.486141331	13.37118639	1.088807394	9.05432	2880	0.698947107	35	3.92	124.2666667	477.3333333	47.732	11.50953622	1.236100996	-0.469959926	-0.1363339	0.624207324	-0.417369827	-0.041159107	NA	NA	80.1501	4.41241
STM	236	6	236_6	748788	9669959	Primary_forest	Logged	NA	PFlog	80	NA	NA	NA	1	0	8.75	NA	NA	317.075	13.147	83.98709037	96.9258055	0.009410738	5.734	1.246	98	298.9095046	2.056442426	75.45368545	3.833955093	8.66112	2520	0.66800923	18	4.213333333	140.8666667	774.6666667	52.57	11.93899957	0.547206997	-1.190769813	1.176362903	0.053751889	1.076654482	-0.193343411	NA	NA	127.488	4.56529
STM	236	7	236_7	753908	9672539	Primary_forest	Logged	NA	PFlog	79	NA	NA	NA	1	0	0	NA	NA	444.658	5.34851	96.16247197	94.97279088	0.008616399	6.592	3.462	96	236.262694	4.340926828	68.19237372	1.701524758	5.46472	2600	0.693718561	19	4.006666667	86.46666667	402.6666667	51.998	12.35998272	0.919034227	-0.29097529	0.095122658	0.695121121	-0.250365316	0.664764659	NA	NA	78.5996	5.8322
STM	236	8	236_8	748174	9668648	Pasture	NA	NA	PA	75	NA	NA	NA	NA	NA	NA	8.514285714	0	130.991	12.214	82.30750062	99.09173479	-0.14199557	100	0	0	0	0	0	0	0	0	0	0	4.52	198.2	740	67.894	13.14824276	-3.447196659	-1.833133713	NA	NA	NA	NA	1.483485549	-1.691970989	125.433	10.849
STM	236	9	236_9	753628	9671241	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	135.369	16.2747	69.39182453	90.625	0.19008041	100	0	0	0	0	0	0	0	0	0	0	5.18	100.2	406.6666667	41.378	11.50727479	-1.054816781	0.944990434	NA	NA	NA	NA	-0.195199577	0.347121531	49.6381	7.55101
STM	260	1	260_1	734009	9667929	Primary_forest	Logged	NA	PFlog	81	NA	NA	NA	1	0	0	NA	NA	301.1	7.25307	65.81047382	97.84009094	0.104906981	6.432	2.382	152	269.4864977	2.24207223	40.30227361	5.354943671	9.1604	3500	0.640090998	27	3.9	153.8	777.3333333	54.812	11.82937815	1.473543367	-0.181803651	-0.421102505	1.040627472	-0.76830779	0.311770272	NA	NA	125.662	5.70416
STM	260	10	260_10	734779	9667714	Mechanisd_agriculture	NA	Beans	MA	78	NA	NA	NA	NA	NA	NA	13.59090909	7	118.914	6.70483	30.91498379	92.33870968	0.355899185	100	0	0	0	0	0	0	4.53952	0	0	0	5.38	190.8	728	44.318	11.10149177	-2.121740965	1.985792044	NA	NA	NA	NA	0.841364154	1.311112309	99.4145	4.78113
STM	260	2	260_2	736946	9666536	Secondary_forest	Old	NA	SFold	78	>20	1	9	NA	NA	NA	>20	NA	175.522	21.0689	63.44673454	68.76712329	0.150226054	10.798	3.58	94	92.77243558	0.085178819	20.02382081	2.78724317	10.45312	3520	0.550834125	9	4.1	105.6	425.3333333	52.122	11.82571603	0.506049989	0.309383019	-0.511548005	0.116612495	NA	NA	NA	NA	75.1436	6.85284
STM	260	3	260_3	733236	9665827	Primary_forest	Logged_and_burnt	NA	PFlogbur	73	NA	NA	NA	1	1	3.174603175	NA	NA	110.175	9.7555	44.67766117	96.02908277	0.131850553	7.712	1.666	98	359.428896	1.849748946	86.22176448	3.571084848	9.14288	2620	0.629563323	15	3.88	148.8666667	674.6666667	59.696	12.04319804	0.881040044	-0.846943047	0.68466943	0.696680039	0.258954097	0.1717483	NA	NA	136.276	5.09062
STM	260	4	260_4	738238	9665979	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	0	NA	NA	290.239	9.38513	93.87602689	92.44232299	0.021475746	6.334	4.654	134	311.6127393	0.821024215	12.39651413	2.842123069	12.33512	3400	0.673351455	17	3.74	176.0666667	746.6666667	63.458	12.35925741	0.508482398	-2.09244819	2.077138588	-0.426559677	2.418231587	-0.689027823	NA	NA	104.781	4.4599
STM	260	5	260_5	735807	9669983	Primary_forest	Logged_and_burnt	NA	PFlogbur	80	NA	NA	NA	1	1	15.18987342	NA	NA	208.326	11.5293	57.12166172	92.98701299	0.108501786	14.256	3.842	90	258.838242	1.836292422	30.33436962	3.455873531	8.17224	2820	0.462644418	7	4.073333333	223.6	720	61.306	11.91505983	1.383075004	-0.138684691	-0.53585619	1.026890066	-1.122250356	-0.009997084	NA	NA	106.83	4.38874
STM	260	6	260_6	735988	9668191	Primary_forest	Logged	NA	PFlog	76	NA	NA	NA	1	0	1.754385965	NA	NA	58.2647	12.5166	42.58982036	91.68131224	0.214665135	4.164	8.84	134	285.3009073	1.681913447	36.05243653	4.26668593	10.37232	3400	0.627688291	19	3.793333333	140.2666667	522.6666667	50.296	11.60117442	0.826404228	-0.239920493	-0.084787701	0.528002719	-0.55855657	0.320063285	NA	NA	89.3481	3.28003
STM	260	7	260_7	734289	9665976	Mechanisd_agriculture	NA	Beans	MA	77	NA	NA	NA	NA	NA	NA	>20	6	788.57	3.98309	4.053717981	58.89570552	0.427867187	100	0	0	0	0	0	0	0	0	0	0	4.653333333	154.8	526.6666667	40.144	11.69062672	-2.182383691	0.04203916	NA	NA	NA	NA	0.583421303	-0.399644519	86.4105	2.84915
STM	260	8	260_8	737129	9663386	Secondary_forest	Young	NA	SFyoung	73	2	0	0	NA	NA	NA	>20	1	385.939	16.2335	24.57627119	61.76470588	0.237396889	100	0	3	0	0	0	0	6.27832	180	0	0	4.6	119.4666667	589.3333333	46.554	11.07441576	-1.078357361	-0.361020724	0.879032883	-2.821391358	NA	NA	NA	NA	83.9664	2.51216
STM	260	9	260_9	736165	9664984	Pasture	NA	NA	PA	78	NA	NA	NA	NA	NA	NA	12.91304348	0	355.424	30.2601	33.72179519	46.39705882	0.202959558	100	0	0	0	0	0	0	4.9788	0	0	0	4.22	52.86666667	168	27.584	13.77387766	0.595723794	0.605997655	NA	NA	NA	NA	-1.595681878	-0.230211602	73.5066	2.19192
STM	261	1	261_1	727109	9663387	Primary_forest	Logged	NA	PFlog	75	NA	NA	NA	1	0	0	NA	NA	311.822	3.6008	98.50262041	99.84798581	-0.016252029	7.144	2.31	142	277.7693156	0.709993619	5.162341375	2.271932432	8.66208	3060	0.670744486	17	3.906666667	45.06666667	221.3333333	44.752	12.45132185	1.034697672	-0.008695946	-0.363181814	0.998956335	-1.024638592	0.913382279	NA	NA	148.573	7.7849
STM	261	10	261_10	721760	9666176	Primary_forest	Undisturbed	NA	PFund	81	NA	NA	NA	0	0	0	NA	NA	297.556	5.80785	97.44923229	99.92376112	0.020148005	6.018	9.084	118	276.4575979	0.981879405	30.28108525	1.162487901	9.26584	3220	0.663012053	11	3.913333333	147.4666667	814.6666667	59.338	11.51516548	0.396772851	-1.795794293	2.05403086	0.268374926	1.813475325	0.140376956	NA	NA	143.922	1.40719
STM	261	11	261_11	723074	9662010	Primary_forest	Undisturbed	NA	PFund	77	NA	NA	NA	0	0	0	NA	NA	3572.11	0	100	99.94996247	0	5.212	6.358	104	381.1362737	1.507744476	14.56166657	5.15448513	9.1908	2380	0.718954761	11	3.8	146.8666667	813.3333333	54.748	11.53719423	0.597212209	-1.534462925	1.479757397	-0.224672899	1.708938239	-0.430321049	NA	NA	153.728	5.92509
STM	261	12	261_12	723165	9668724	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	0	NA	NA	2857.74	0	100	100	0	7.892	7.946	107	243.9041033	4.767038665	29.88570079	0.730372808	9.54304	2600	0.652148029	6	3.753333333	195.4666667	793.3333333	60.586	12.77889162	1.152105266	-1.258123177	0.931614245	0.957348822	0.516170563	0.492488359	NA	NA	194.743	0.242953
STM	261	2	261_2	725072	9662198	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	0	NA	NA	1682.31	0	99.85011242	99.92494371	0	5.428	6.794	155	209.7177392	0.483921461	35.61964894	3.40530311	11.24288	2520	0.661976155	13	3.806666667	125	560	48.92	11.38290989	0.989885534	-0.726229935	0.485758558	0.699367183	0.196093299	0.558023516	NA	NA	148.176	4.16037
STM	261	3	261_3	726500	9665889	Primary_forest	Logged	NA	PFlog	79	NA	NA	NA	1	0	3.797468354	NA	NA	2658.96	0	99.85093168	100	0	6.336	2.862	128	296.4636137	1.567208311	59.32134611	0.888373367	10.81144	2720	0.646836009	9	4.06	173.9333333	689.3333333	61.42	12.60127524	-0.615278578	-2.040464911	2.820502967	-1.044839229	2.889141097	-1.025775624	NA	NA	192.149	1.3746
STM	261	4	261_4	725806	9667694	Primary_forest	Logged	NA	PFlog	76	NA	NA	NA	1	0	0	NA	NA	4140.93	0	100	100	0	7.188	3.102	119	254.5929022	1.949123526	54.13829314	0.874431161	8.17568	3560	0.676625005	16	3.886666667	136.6	852	57.418	12.1572881	1.553082642	-0.216890123	-0.62381324	0.971468027	-1.092439322	-0.312665636	NA	NA	190.724	1.09299
STM	261	5	261_5	725191	9668596	Primary_forest	Logged	NA	PFlog	82	NA	NA	NA	1	0	0	NA	NA	4296.68	0	100	100	0	6.828	6.778	129	390.8647212	0.286278906	18.91447508	0.910284874	15.20096	3440	0.669801015	18	3.806666667	140.2	848	62.636	11.82093837	-0.380553618	-2.565719192	3.129856301	-0.871550088	3.19704288	-0.758657862	NA	NA	191.421	0.662045
STM	261	6	261_6	723844	9667206	Primary_forest	Logged	NA	PFlog	83	NA	NA	NA	1	0	0	NA	NA	2484.45	0	99.90140498	100	0	8.464	7.72	138	413.8205971	2.142711728	27.7233706	5.424584981	9.21	2700	0.667407283	11	3.646666667	135.6	834.6666667	53.14	12.04460052	0.957976606	-1.373025886	1.444032205	1.054840291	1.098416029	1.068463944	NA	NA	179.093	1.24152
STM	261	7	261_7	724786	9669927	Primary_forest	Logged	NA	PFlog	78	NA	NA	NA	1	0	0	NA	NA	4705.91	0	100	100	0	6.656	6.48	107	287.2242658	0.467813275	33.91913187	3.980561773	10.1184	3020	0.629010746	7	3.753333333	128	856	62.848	11.82830283	1.790670885	-0.875479772	0.237524928	1.663352972	-0.233031796	1.150482374	NA	NA	195.881	0.363493
STM	261	8	261_8	721050	9665034	Primary_forest	Undisturbed	NA	PFund	74	NA	NA	NA	0	0	0	NA	NA	1134.33	0	99.79989995	100	0	5.932	15.092	141	251.1393934	0.696881945	25.25012486	4.979207362	10.01208	3040	0.635402861	19	3.76	195.2666667	774.6666667	58.584	11.27285559	1.351379545	-0.738048358	0.100043223	0.740868233	-0.139097577	0.123184067	NA	NA	170.925	1.91611
STM	261	9	261_9	720643	9663785	Primary_forest	Undisturbed	NA	PFund	77	NA	NA	NA	0	0	0	NA	NA	1517.11	0	99.62518741	100	-0.002327515	5.392	6.74	142	300.0436064	1.631645571	27.8839279	2.803921528	8.06008	2660	0.62576967	18	3.706666667	148.6666667	824	52.964	11.01477236	1.36556317	-0.931535623	0.478478116	1.011461704	0.204809011	0.576280958	NA	NA	139.344	3.2722
STM	307	1	307_1	741108	9649794	Primary_forest	Logged_and_burnt	NA	PFlogbur	80	NA	NA	NA	1	1	0	NA	NA	1213.06	0	98.83490332	99.97491849	0.01217212	7.428	2.804	162	411.463871	0.774307044	20.38227391	1.294013527	10.19904	3800	0.692907145	16	3.82	143.1428571	620	47.518	11.03303358	0.614571036	-0.151372129	0.003462415	0.184042717	-0.274087698	0.002848536	NA	NA	104.489	5.83418
STM	307	10	307_10	739981	9650995	Reforestation	NA	Teak_	REF	78	NA	NA	NA	NA	NA	NA	>20	0	221.05	14.4104	77.73904382	86.7392697	0.085227843	63.64	0.918	8	95.40131464	0.080904424	0.759473182	0	7.83128	1220	0.600478303	3	4.366666667	134.3333333	461.3333333	39.222	11.30701408	1.184259766	1.053132956	NA	NA	NA	NA	-1.985922797	0.129367729	92.5733	5.55574
STM	307	2	307_2	738656	9650303	Primary_forest	Logged_and_burnt	NA	PFlogbur	81	NA	NA	NA	1	1	0	NA	NA	86.1074	15.3477	60.2131879	77.35693701	-0.062569129	8.382	4.068	114	506.4465118	1.257461722	24.93946725	4.674713194	11.96376	2400	0.668433371	10	3.806666667	143.3333333	520	58.844	12.93620375	2.09871238	0.085428151	-1.116259341	1.76478819	-1.64882966	1.135478881	NA	NA	126.776	10.4478
STM	307	3	307_3	738194	9653759	Primary_forest	Logged_and_burnt	NA	PFlogbur	75	NA	NA	NA	1	1	1.333333333	NA	NA	700.675	2.3783	98.69641514	98.3997968	0	6.656	1.518	83	144.6727472	1.501484462	54.01640376	2.217821474	9.99912	2480	0.54066298	12	3.993333333	130.4666667	352	48.612	12.24993518	1.578632464	1.22747824	-1.995964426	1.406305543	-2.741012037	0.7343772	NA	NA	160.801	5.58839
STM	307	5	307_5	738011	9649344	Primary_forest	Logged	NA	PFlog	76	NA	NA	NA	1	0	0	NA	NA	111.54	10.6107	73.67632368	93.11864407	0.118610775	9.5	6.368	139	275.7463231	2.433281844	66.03170401	2.170165515	8.37704	3200	0.652169599	30	3.653333333	101.6	341.3333333	58.846	11.85673903	1.470597401	-0.90627068	0.459115347	1.546473052	-0.152354972	1.328754566	NA	NA	148.102	8.65453
STM	307	6	307_6	736585	9648345	Abandoned_plantation	NA	NA	AP	78	NA	NA	NA	NA	NA	NA	>20	0	77.6544	6.13049	89.30801899	78.99300699	0.103990683	15.666	3.418	74	151.3206389	0.419061888	9.814503975	0.620843823	8.328	3480	0.624540724	3	4.086666667	206.8666667	750.6666667	63.242	11.50571004	0.383367167	0.582977127	NA	NA	NA	NA	-1.430109617	-0.383397088	164.677	1.57661
STM	307	7	307_7	740242	9651902	Primary_forest	Logged_and_burnt	NA	PFlogbur	79	NA	NA	NA	1	1	1.265822785	NA	NA	574.754	6.17816	86.84603886	96.47160069	0.005376344	6.676	10.444	112	283.2841979	2.452135442	23.27445446	1.133012577	7.67424	3060	0.687809004	15	3.906666667	95.6	389.3333333	39.778	11.7842616	1.240712567	-0.234689878	-0.237345369	1.111436805	-0.796668204	0.976863078	NA	NA	100.407	4.12903
STM	307	9	307_9	737830	9653084	Secondary_forest	Young	NA	SFyoung	80	1	0	0	NA	NA	NA	1.428571429	NA	260.653	2.36046	98.6318408	98.15889029	-0.032911269	62.956	0	26	68.76780894	3.099779658	80.65697226	10.78723591	4.24928	2720	0.722355833	2	4.293333333	103.2	184	33.582	13.07196714	-1.224074126	-0.393948869	1.126757931	-1.944917922	NA	NA	NA	NA	146.37	5.62458
STM	357	10	357_10	732312	9633464	Mechanisd_agriculture	NA	NA	MA	75	NA	NA	NA	NA	NA	NA	>20	4	421.651	16.8818	46.45257655	86.65594855	0.201775739	100	0	0	0	0	0	0	6.32352	0	0	0	4.42	145.2	738.6666667	58.564	11.0718426	-2.145539419	0.135331161	NA	NA	NA	NA	0.581909977	-0.430340579	125.938	4.34932
STM	357	11	357_11	731008	9638116	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	631.679	15.328	20.66383828	35.86956522	0.339050783	100	0	0	0	0	0	0	3.62472	0	0	0	4.966666667	109.2	386.6666667	38.936	11.17936112	-0.459381881	1.145443712	NA	NA	NA	NA	-0.611024218	0.533456165	102.206	4.84081
STM	357	2	357_2	732012	9634408	Primary_forest	Logged_and_burnt	NA	PFlogbur	77	NA	NA	NA	1	1	4.054054054	NA	NA	237.338	23.3878	66.70798215	89.70642884	0.036738545	8.38	7.984	88	186.4422319	2.079177054	54.35006066	2.167686503	7.69	2200	0.518205397	9	3.913333333	175.5333333	754.6666667	74.254	11.92084102	1.219826505	0.072117655	-0.755227143	0.578902799	-1.180510715	-0.61940313	NA	NA	158.471	5.83096
STM	357	3	357_3	734436	9634987	Secondary_forest	Old	NA	SFold	78	>20	1	12	NA	NA	NA	>20	NA	119.101	34.7052	57.86210317	79.93999143	0.106853374	7.216	4.478	61	44.50063266	1.202953641	3.188287713	0.873381083	11.87144	6160	0.49993221	9	4.386666667	147.1333333	820	77.24	11.91867584	0.190799052	0.689968451	-1.259034918	-1.159606263	NA	NA	NA	NA	135.478	6.54609
STM	357	4	357_4	738437.34	9636907.23	Secondary_forest	Intermediate	NA	SFinter	82	13	0	0	NA	NA	NA	14.37837838	NA	42.7011	28.4289	67.3282064	88.1724392	0.17387868	9.198	2.83	35	16.34513131	0.613097921	5.319813423	2.219097402	9.13976	4280	0.466231032	1	4.286666667	39.06666667	88	25.354	14.28224023	1.187907265	1.372298407	-2.119013525	0.76828079	NA	NA	NA	NA	71.0733	2.97888
STM	357	5	357_5	735596	9638733	Primary_forest	Burnt	NA	PFbur	81	NA	NA	NA	0	1	36.61971831	NA	NA	66.0524	22.7633	39.88596926	88.81292728	0.144787676	6.626	5.308	158	247.9121477	1.970965459	36.24391422	1.415448099	8.34776	4500	0.597348402	20	3.98	101.8	629.3333333	67.602	12.32878349	-0.007574631	-0.325896481	0.175733618	-0.914432932	-0.061101635	-1.872083634	NA	NA	128.252	10.9082
STM	357	6	357_6	734657	9639766	Secondary_forest	Intermediate	NA	SFinter	81	13	0	0	NA	NA	NA	>20	NA	82.59	22.1466	46.2478185	70.56603774	0.131237271	6.956	3.642	61	22.70392024	0.295827446	1.488227728	1.753052816	7.062	5340	0.503673226	0	4.426666667	102.8666667	134.6666667	37.392	14.49513305	1.605031486	1.39927554	-2.385039101	1.038200343	NA	NA	NA	NA	113.335	8.32992
STM	357	7	357_7	738759	9635628	Pasture	NA	NA	PA	82	NA	NA	NA	NA	NA	NA	>20	0	779.752	27.7785	27.14143426	20.18348624	0.246552332	100	0	0	0	0.232660058	7.782217709	0.046958824	2.7144	0	0	0	5.246666667	275.7333333	534.6666667	47.358	12.00257648	-0.20994994	1.45355606	NA	NA	NA	NA	-0.742876294	0.864138967	84.484	4.51263
STM	357	8	357_8	736515	9639583	Pasture	NA	NA	PA	77	NA	NA	NA	NA	NA	NA	>20	0	611.559	17.9774	19.66110142	69.45500634	0.448937447	100	0	1	0	0.217006397	3.950160342	0.557315195	1.5924	0	0	0	5.26	53.66666667	81.33333333	27.406	15.82756483	0.628999724	1.879056058	NA	NA	NA	NA	-1.337380256	1.300170486	113.434	5.66824
STM	357	9	357_9	734154	9639054	Secondary_forest	Intermediate	NA	SFinter	81	13	1	12	NA	NA	NA	>20	NA	270.562	25.9973	30.07705692	46.44628099	0.227399396	12.062	4.736	61	31.07645229	0	21.93379694	0.914372492	10.52472	5180	0.485002572	4	4.553333333	113.8	465.3333333	50.494	12.84977576	0.458528954	0.782936355	-1.19991589	-0.080318609	NA	NA	NA	NA	115.349	14.9379
STM	363	1	363_1	727762	9634861	Primary_forest	Burnt	NA	PFbur	77	NA	NA	NA	0	1	0	NA	NA	1468.29	0	100	100	0	12.062	3.718	134	488.9559321	4.347341643	49.17481741	3.748429385	12.45024	2560	0.728342554	10	3.893333333	151.6	533.3333333	60.158	12.4943085	0.975960854	-0.039042436	-0.415073191	0.490699886	-0.796548975	-0.001655147	NA	NA	199.164	2.66577
STM	363	2	363_2	727196	9636742	Primary_forest	Burnt	NA	PFbur	79	NA	NA	NA	0	1	0	NA	NA	1229.89	0	100	100	0	16.166	8.732	137	248.7178437	3.972146967	15.57563367	1.857825038	9.13184	3800	0.662380292	24	3.633333333	104.3333333	498.8	61.874	11.37086224	0.876234351	-0.066461944	-0.25154563	0.473372071	-0.587130424	0.306425338	NA	NA	156.258	4.347
STM	363	3	363_3	726313	9635419	Primary_forest	Undisturbed	NA	PFund	74	NA	NA	NA	0	0	0	NA	NA	2629.36	0	100	100	0.011715481	13.576	20.065	134	434.5174622	1.493115028	18.59631984	1.478505333	11.43072	3260	0.712995267	14	3.793333333	81.86666667	396	51.722	12.8390364	1.291389862	0.263552248	-0.896064221	0.916601499	-1.403600512	0.43954843	NA	NA	132.133	4.55678
STM	363	4	363_4	725275	9629596	Primary_forest	Undisturbed	NA	PFund	80	NA	NA	NA	0	0	0	NA	NA	2721.83	0	100	100	0	7.56	5.186	133	257.9211656	0.277204177	47.17371344	1.756319874	9.7216	3100	0.708974105	19	3.806666667	108.7333333	430.6666667	59.132	11.69117141	0.394488954	-0.199998709	0.318770226	0.235659984	-0.064437983	0.170862324	NA	NA	185.135	3.18624
STM	363	5	363_5	723984	9630941	Primary_forest	Undisturbed	NA	PFund	74	NA	NA	NA	0	0	2.702702703	NA	NA	4456.36	0	100	100	0	7.798	3.3	146	228.9855414	0.430762479	33.6880167	3.836976074	9.80736	2760	0.642283398	8	3.953333333	46.8	173.3333333	30.584	12.18783013	0.853399324	0.815564008	-1.382203847	0.299637974	-1.917778997	-0.361665642	NA	NA	170.423	8.03749
STM	363	6	363_6	727125	9631039	Primary_forest	Undisturbed	NA	PFund	76	NA	NA	NA	0	0	0	NA	NA	2344.08	0	100	100	0	10.17	5.888	128	694.6276174	2.229642078	26.64952962	4.465625418	9.38256	2920	0.673352456	16	3.626666667	120.4666667	776	63.594	12.21023206	0.940014784	-0.901651751	0.733229872	0.555634974	0.573579811	0.319209374	NA	NA	177.92	4.94213
STM	363	7	363_7	726636	9632799	Primary_forest	Undisturbed	NA	PFund	83	NA	NA	NA	0	0	0	NA	NA	2851.41	0	100	100	0	5.71	4.756	110	394.1104374	0.965500404	45.49816872	3.437377916	10.65192	3160	0.70098682	10	4.086666667	169.2666667	721.3333333	59.78	12.52130743	0.923660618	-0.960934401	0.615161277	0.222049872	0.55643923	-0.249712338	NA	NA	162.665	5.63496
STM	363	8	363_8	725295	9631802	Primary_forest	Undisturbed	NA	PFund	80	NA	NA	NA	0	0	0	NA	NA	3953.33	0	100	99.95056846	0	7.504	11.008	89	581.4383022	0.168033649	23.25195689	5.077593268	12.55792	2420	0.67072038	6	3.793333333	133.6666667	569.3333333	57.552	12.0740945	1.418600867	0.24314786	-0.994583979	0.984287839	-1.533716603	0.212725311	NA	NA	196.198	4.01276
